publication_title,print_identifier,online_identifier,date_first_issue_online,num_first_vol_online,num_first_issue_online,date_last_issue_online,num_last_vol_online,num_last_issue_online,title_url,first_author,title_id,embargo_info,coverage_depth,coverage_notes,publisher_name
"The National Teaching and Learning Forum","1057-2880","2166-3327",2012-01-01,21,2,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2166-3327",,"10.1002/(ISSN)2166-3327","","","",""
"The Obstetrician and Gynaecologist","1467-2561","1744-4667",1999-01-01,1,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1744-4667",,"10.1111/(ISSN)1744-4667","","","free back issues after 2 years back to 1999",""
"The Philosophical Quarterly","0031-8094","1467-9213",1997-01-01,47,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9213",,"10.1111/(ISSN)1467-9213","","","",""
"The Photogrammetric Record","0031-868X","1477-9730",1997-01-01,16,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1477-9730",,"10.1111/(ISSN)1477-9730","","","",""
"The Plant Journal","0960-7412","1365-313X",1997-01-01,11,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-313X",,"10.1111/(ISSN)1365-313X","","","free back issues after 1 year back to 1991",""
"The Political Quarterly","0032-3179","1467-923X",1997-01-01,68,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-923X",,"10.1111/(ISSN)1467-923X","","","",""
"The Prostate","0270-4137","1097-0045",1997-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1097-0045",,"10.1002/(ISSN)1097-0045","","","",""
"The Quarterly Journal of The Royal Meteorological Society","0035-9009","1477-870X",2002-01-01,128,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1477-870X",,"10.1002/(ISSN)1477-870X","","","",""
"The Rand Journal of Economics","0741-6261","1756-2171",2007-01-01,38,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1756-2171",,"10.1111/(ISSN)1756-2171","","","",""
"The Russian Review","0036-0341","1467-9434",1998-01-01,57,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9434",,"10.1111/(ISSN)1467-9434","","","",""
"The Scandinavian Journal of Economics","0347-0520","1467-9442",1997-01-01,99,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9442",,"10.1111/(ISSN)1467-9442","","","",""
"The Sociological Quarterly","0038-0253","1533-8525",1997-01-01,38,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1533-8525",,"10.1111/(ISSN)1533-8525","","","",""
"The Sociological Review","0038-0261","1467-954X",1997-01-01,45,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-954X",,"10.1111/(ISSN)1467-954X","","","",""
"The South African Journal of Economics","0038-2280","1813-6982",1997-01-01,65,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1813-6982",,"10.1111/(ISSN)1813-6982","","","",""
"The Southern Journal of Philosophy","0038-4283","2041-6962",1997-01-01,35,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)2041-6962",,"10.1111/(ISSN)2041-6962","","","",""
"The Structural Design of Tall and Special  Buildings ","1541-7794","1541-7808",1997-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1541-7808",,"10.1002/(ISSN)1541-7808","","","",""
"The Successful Registrar","1534-7710","1943-7560",2008-01-01,7,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1943-7560",,"10.1002/(ISSN)1943-7560","","","",""
"The World Economy","0378-5920","1467-9701",1997-01-01,20,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9701",,"10.1111/(ISSN)1467-9701","","","",""
"The Yale Review","0044-0124","1467-9736",1997-01-01,85,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9736",,"10.1111/(ISSN)1467-9736","","","",""
"Theoria","0040-5825","1755-2567",1997-01-01,63,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1755-2567",,"10.1111/(ISSN)1755-2567","","","",""
"Therapeutic Apheresis and Dialysis","1744-9979","1744-9987",1997-01-01,1,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1744-9987",,"10.1111/(ISSN)1744-9987","","","",""
"Thoracic Cancer","1759-7706","1759-7714",2010-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1759-7714",,"10.1111/(ISSN)1759-7714","","","",""
"Thought: A Journal of Philosophy","","2161-2234",2012-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2161-2234",,"10.1002/(ISSN)2161-2234","","","",""
"Thunderbird International Business Review","1096-4762","1520-6874",2000-01-01,42,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1520-6874",,"10.1002/(ISSN)1520-6874","","","",""
"Tijdschrift Voor Economische En Sociale Geografie","0040-747X","1467-9663",1997-01-01,88,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9663",,"10.1111/(ISSN)1467-9663","","","",""
"Tissue Antigens","0001-2815","1399-0039",1997-01-01,49,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1399-0039",,"10.1111/(ISSN)1399-0039","","","",""
"Topics in Cognitive Science","1756-8757","1756-8765",2009-01-01,1,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1756-8765",,"10.1111/(ISSN)1756-8765","","","",""
"Traffic","1398-9219","1600-0854",2000-01-01,1,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1600-0854",,"10.1111/(ISSN)1600-0854","","","free back issues after 6 months back to 2000",""
"Transactions in GIS","1361-1682","1467-9671",1997-01-01,2,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9671",,"10.1111/(ISSN)1467-9671","","","",""
"Transactions of the institute of British Geographers","0020-2754","1475-5661",1997-01-01,22,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1475-5661",,"10.1111/(ISSN)1475-5661","","","",""
"Transactions of the Philological Society","0079-1636","1467-968X",1997-01-01,95,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-968X",,"10.1111/(ISSN)1467-968X","","","",""
"European Transactions on Telecommunications","","2161-3915",2012-01-01,23,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1541-8251",,"","","","",""
"Transboundary and Emerging Diseases","1865-1674","1865-1682",1997-01-01,44,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1865-1682",,"10.1111/(ISSN)1865-1682","","","",""
"Transforming Anthropology","1051-0559","1548-7466",1997-01-01,6,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1548-7466",,"10.1111/(ISSN)1548-7466","","","",""
"Transfusion","0041-1132","1537-2995",1997-01-01,37,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1537-2995",,"10.1111/(ISSN)1537-2995","","","",""
"Transfusion Medicine","0958-7578","1365-3148",1997-01-01,7,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-3148",,"10.1111/(ISSN)1365-3148","","","",""
"Transplant Infectious Disease","1398-2273","1399-3062",1999-01-01,1,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1399-3062",,"10.1111/(ISSN)1399-3062","","","",""
"Transplant International","0934-0874","1432-2277",1997-01-01,10,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1432-2277",,"10.1111/(ISSN)1432-2277","","","",""
"Trends in Urology and Men's Health","2044-3730","2044-3749",2006-01-01,11,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2044-3749",,"10.1002/(ISSN)2044-3749","","","",""
"Tropical Medicine and International Health","1360-2276","1365-3156",1997-01-01,2,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-3156",,"10.1111/(ISSN)1365-3156","","","free back issues after 1 year back to 1996",""
"Ultrasound in Obstetrics and Gynecology","0960-7692","1469-0705",1997-01-01,1,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1469-0705",,"10.1002/(ISSN)1469-0705","","","free back issues after 12 months back to 1991",""
"Vakuum in Forschung Und Praxis","0947-076X","1522-2454",2000-01-01,12,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1522-2454",,"10.1002/(ISSN)1522-2454","","","",""
"Veterinary Anaesthesia and Analgesia","1467-2987","1467-2995",1997-01-01,24,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-2995",,"10.1111/(ISSN)1467-2995","","","",""
"Veterinary and Comparative Oncology","1476-5810","1476-5829",2003-01-01,1,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1476-5829",,"10.1111/(ISSN)1476-5829","","","",""
"Veterinary Clinical Pathology","0275-6382","1939-165X",1997-01-01,28,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1939-165X",,"10.1111/(ISSN)1939-165X","","","",""
"Veterinary Dermatology","0959-4493","1365-3164",1997-01-01,8,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-3164",,"10.1111/(ISSN)1365-3164","","","",""
"Veterinary Ophthalmology","1463-5216","1463-5224",1998-01-01,1,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1463-5224",,"10.1111/(ISSN)1463-5224","","","",""
"Veterinary Radiology and Ultrasound","1058-8183","1740-8261",1997-01-01,38,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1740-8261",,"10.1111/(ISSN)1740-8261","","","",""
"Veterinary Surgery","0161-3499","1532-950X",1997-01-01,26,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1532-950X",,"10.1111/(ISSN)1532-950X","","","",""
"Visual Anthropology Review","1058-7187","1548-7458",1997-01-01,13,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1548-7458",,"10.1111/(ISSN)1548-7458","","","",""
"Vox Sanguinis","0042-9007","1423-0410",1997-01-01,72,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1423-0410",,"10.1111/(ISSN)1423-0410","","","","S. Karger AG"
"Water and Environment Journal","1747-6585","1747-6593",1997-01-01,11,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1747-6593",,"10.1111/(ISSN)1747-6593","","","",""
"Weather","0043-1656","1477-8696",2002-01-01,57,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1477-8696",,"10.1002/(ISSN)1477-8696","","","",""
"Weed Biology and Management","1444-6162","1445-6664",2001-01-01,1,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1445-6664",,"10.1111/(ISSN)1445-6664","","","",""
"Weed Research","0043-1737","1365-3180",1997-01-01,37,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-3180",,"10.1111/(ISSN)1365-3180","","","",""
"WIREs Computational Molecular Science","1759-0876","1759-0884",2012-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1759-0884",,"10.1111/(ISSN)1759-0884","","","",""
"WIREs Data Mining and Knowledge Discovery","1942-4787","1942-4795",2012-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1942-4795",,"10.1111/(ISSN)1942-4795","","","",""
"WIREs Developmental Biology","1759-7684","1759-7692",2012-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1759-7692",,"10.1111/(ISSN)1759-7692","","","",""
"WIREs Energy and Environment","2041-8396","2041-840X",2012-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2041-840X",,"10.1002/(ISSN)2041-840X","","","",""
"WIREs Membrane Transport and Signalling","2190-460X","2190-4618",2012-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2190-4618",,"10.1002/(ISSN)2190-4618","","","",""
"WIREs RNA","1757-7004","1757-7012",2012-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1757-7012",,"10.1002/(ISSN)1757-7012","","","",""
"Wilmott Magazine","1540-6962","1541-8286",2011-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1541-8286",,"10.1002/(ISSN)1541-8286","","","",""
"Wireless Communications and Mobile Computing ","1530-8669","1530-8677",2001-01-01,1,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1530-8677",,"10.1002/(ISSN)1530-8677","","","",""
"Workingusa","1089-7011","1743-4580",1999-01-01,3,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1743-4580",,"10.1111/(ISSN)1743-4580","","","",""
"World Banking Abstracts","0265-9484","1467-9698",2006-01-01,23,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9698",,"10.1111/(ISSN)1467-9698","","","",""
"World Englishes","0883-2919","1467-971X",1997-01-01,16,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-971X",,"10.1111/(ISSN)1467-971X","","","",""
"World Medical and Health Policy","","1948-4682",2012-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1948-4682",,"","","","","De Gruyter"
"World Views On Evidence-Based Nursing","1545-102X","1741-6787",1999-01-01,1,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1741-6787",,"10.1111/(ISSN)1741-6787","","","",""
"Wound Repair and Regeneration","1067-1927","1524-475X",1997-01-01,5,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1524-475X",,"10.1111/(ISSN)1524-475X","","","",""
"Xenotransplantation","0908-665X","1399-3089",1997-01-01,4,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1399-3089",,"10.1111/(ISSN)1399-3089","","","",""
"X-Ray Spectrometry","0049-8246","1097-4539",1997-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1097-4539",,"10.1002/(ISSN)1097-4539","","","",""
"Yeast","0749-503X","1097-0061",1997-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1097-0061",,"10.1002/(ISSN)1097-0061","","","",""
"ZAAC-Journal of Inorganic and General Chemistry","0044-2313","1521-3749",1998-01-01,624,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1521-3749",,"10.1002/(ISSN)1521-3749","","","",""
"ZAMM-Zeitschrift Fuer Angewandte Mathematik Und Mechanik","0044-2267","1521-4001",1998-01-01,78,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1521-4001",,"10.1002/(ISSN)1521-4001","","","",""
"Zoo Biology","0733-3188","1098-2361",1997-01-01,17,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1098-2361",,"10.1002/(ISSN)1098-2361","","","",""
"Zoologica Scripta","0300-3256","1463-6409",1997-01-01,26,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1463-6409",,"10.1111/(ISSN)1463-6409","","","",""
"Zoological Journal of the Linnean Society","0024-4082","1096-3642",1997-01-01,119,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1096-3642",,"10.1111/(ISSN)1096-3642","","","",""
"Zoonoses and Public Health","1863-1959","1863-2378",1997-01-01,44,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1863-2378",,"10.1111/(ISSN)1863-2378","","","",""
"Zoosystematics and Evolution - Mitteilungen Aus Dem Museum Fur Naturkunde Zu Berlin","1435-1935","1860-0743",2005-01-01,81,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1860-0743a",,"10.1002/(ISSN)1860-0743a","","","",""
"Zygon","0591-2385","1467-9744",1997-01-01,32,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9744",,"10.1111/(ISSN)1467-9744","","","",""
"Conservation Letters ","","1755-263X",2008-01-01,1,1,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1755-263X/",,"10.1111/(ISSN)1755-263X","","","",""
"Geography Compass ","","1749-8198",2007-01-01,1,1,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1749-8198",,"10.1111/(ISSN)1749-8198","","","",""
"Advanced Engineering Materials","1438-1656","1527-2648",2008-01-01,10,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1527-2648/",,"10.1002/(ISSN)1527-2648","","","",""
"Advanced Synthesis and Catalysis","","1615-4169",1997-01-01,339,1,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1615-4169",,"10.1002/(ISSN)1615-4169","","","",""
"The Art Book","","1467-8357",1997-01-01,4,1,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-8357/",,"10.1111/(ISSN)1467-8357/","","","",""
"Anatomical Sciences Education","","1935-9780",2008-01-01,1,1,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1935-9780",,"10.1002/(ISSN)1935-9780","","","",""
"Asia-Pacific Psychiatry","","1758-5872",2009-01-01,1,1,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1758-5872",,"10.1111/(ISSN)1758-5872","","","",""
"Asian Journal of Control","","1934-6093",1999-01-01,1,1,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1934-6093",,"10.1002/(ISSN)1934-6093","","","",""
"Autism Research","","1939-3806",2008-01-01,1,1,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1939-3806",,"10.1002/(ISSN)1939-3806","","","",""
"British Journal of Pharmacology","","1476-5381",1997-01-01,120,1,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1476-5381",,"10.1111/(ISSN)1476-5381","","","",""
"Chembiochem","","1439-7633",2000-01-01,1,1,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1439-7633",,"10.1002/(ISSN)1439-7633","","","",""
"Chemmedchem","","1860-7187",2006-01-01,1,1,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1860-7187",,"10.1002/(ISSN)1860-7187","","","",""
"Cheminform","","1522-2667",1997-01-01,28,1,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1522-2667",,"10.1002/(ISSN)1522-2667","","","",""
"Chemphyschem","","1439-7641",2000-01-01,1,1,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1439-7641",,"10.1002/(ISSN)1439-7641","","","",""
"Biochemistry and Molecular Biology Education","","1539-3429",1972-01-01,1,1,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1539-3429",,"10.1002/(ISSN)1539-3429","","","",""
"Biotechnology Journal","","1860-7314",2006-01-01,1,1,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1860-7314",,"10.1002/(ISSN)1860-7314","","","",""
"Drug Testing and Analysis","","1942-7611",2009-01-01,1,1,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1942-7611",,"10.1002/(ISSN)1942-7611","","","",""
"EMBO Molecular Medicine","","1757-4684",2009-01-01,1,1,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1757-4684",,"10.1002/(ISSN)1757-4684","","","",""
"Inflammatory Bowel Diseases","","1536-4844",1995-01-01,1,1,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1536-4844",,"10.1002/(ISSN)1536-4844","","","",""
"Ecohydrology","","1936-0592",2008-01-01,1,1,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1936-0592",,"10.1002/(ISSN)1936-0592","","","",""
"Global Policy","","1758-5899",2010-01-01,1,1,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1758-5899",,"10.1111/(ISSN)1758-5899","","","",""
"Journal of Accounting Research","","1475-679X",2001-01-01,39,1,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1475-679X",,"10.1111/(ISSN)1475-679X","","","",""
"Journal of Applied Corporate Finance","","1745-6622",1988-01-01,1,1,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1745-6622",,"10.1111/(ISSN)1745-6622","","","",""
"Journal of Thrombosis and Haemostasis","","1538-7836",2003-01-01,1,1,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1538-7836",,"10.1111/(ISSN)1538-7836","","","",""
"Journal of Biophotonics","","1864-0648",2008-01-01,1,1,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1864-0648",,"10.1002/(ISSN)1864-0648","","","",""
"Journal of Cellular and Molecular Medicine","","1582-4934",2004-01-01,4,3,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1582-4934",,"10.1111/(ISSN)1582-4934","","","",""
"Journal of Diabetes","","1753-0407",2009-01-01,1,1,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1753-0407",,"10.1111/(ISSN)1753-0407","","","",""
"Journal of Heterocyclic Chemistry","","1943-5193",1964-01-01,1,1,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1943-5193",,"10.1002/(ISSN)1943-5193","","","",""
"Journal of investigative and Clinical Dentistry","","2041-1626",2010-01-01,1,1,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)2041-1626",,"10.1111/(ISSN)2041-1626","","","",""
"Mind, Brain, and Education","","1751-228X",2007-01-01,1,1,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1751-228X",,"10.1111/(ISSN)1751-228X","","","",""
"Mount Sinai Journal of Medicine: A Journal of Personalized and Translational Medicine","","1931-7581",2007-01-01,74,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1931-7581",,"10.1002/(ISSN)1931-7581","","","",""
"Orthopaedic Surgery","","1757-7861",2009-01-01,1,1,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1757-7861",,"10.1111/(ISSN)1757-7861","","","",""
"Personality and Mental Health","1932-8621","1932-863X",2007-01-01,1,1,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1932-863X/",,"10.1002/(ISSN)1932-863X","","","",""
"Protein Science","","1469-896X",1992-01-01,1,1,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1469-896X",,"10.1002/(ISSN)1469-896X","","","",""
